voltage,current,temperature,pollution,conductor,insulator
280,2578,56,Medium,ACSR,Glass
195,2937,26,High,ACSR,Composite
641,2915,-3,High,ACSR,Composite
365,1465,23,High,AAAC,Composite
500,4178,28,Low,ACSR,Glass
427,1778,2,High,AAAC,Composite
289,4525,53,Low,ACSR,Composite
642,4820,-10,High,ACCC,Composite
552,1056,22,Low,ACSR,Glass
642,1453,7,Low,ACSR,Glass
439,1052,28,Low,AAAC,Glass
759,1470,14,High,ACSR,Composite
173,3585,12,Medium,ACSR,Glass
416,3378,56,Low,ACSR,Glass
488,4676,52,Low,ACSR,Glass
457,2810,50,Low,ACSR,Glass
688,237,35,High,ACSR,Composite
141,992,33,Low,AAAC,Porcelain
315,3141,43,Low,ACSR,Glass
306,785,6,Low,AAAC,Glass
291,420,39,Medium,AAAC,Glass
538,177,-5,Medium,ACSR,Composite
741,3375,50,Low,ACCC,Glass
328,1969,-2,High,AAAC,Composite
80,4622,53,Medium,ACSR,Glass
406,225,30,Medium,AAAC,Composite
730,2015,34,Low,ACSR,Glass
561,4981,-1,Medium,ACCC,Composite
506,4741,44,Low,ACCC,Glass
615,2013,39,Medium,ACSR,Composite
102,3045,0,Medium,ACSR,Glass
699,1516,37,Low,ACSR,Glass
240,415,11,Low,AAAC,Porcelain
501,3822,54,Low,ACCC,Glass
358,2848,38,Medium,ACSR,Glass
366,3873,38,Low,ACSR,Glass
719,248,-10,High,ACSR,Composite
739,2212,26,Medium,ACSR,Composite
404,2039,48,High,ACSR,Composite
88,599,49,High,AAAC,Composite
415,4758,55,Medium,ACSR,Composite
131,2027,-3,Medium,AAAC,Glass
460,2477,3,High,ACSR,Composite
498,2930,6,High,ACSR,Composite
635,3413,59,High,ACCC,Composite
94,3937,3,Medium,ACSR,Glass
148,4495,11,High,ACSR,Composite
541,3987,-9,High,ACCC,Composite
500,4287,1,Medium,ACSR,Composite
706,1602,51,High,ACSR,Composite
198,642,51,Medium,AAAC,Glass
180,2484,-2,Medium,AAAC,Glass
99,1511,45,High,AAAC,Composite
702,3012,22,Medium,ACCC,Composite
143,4381,51,Medium,ACSR,Glass
340,4017,12,Medium,ACSR,Glass
409,174,16,High,AAAC,Composite
745,396,18,Low,ACSR,Glass
146,205,17,Low,AAAC,Porcelain
672,4012,26,High,ACCC,Composite
786,3527,50,Medium,ACCC,Composite
137,3979,1,Low,ACSR,Porcelain
210,3625,38,Low,ACSR,Porcelain
103,4559,9,Low,ACSR,Porcelain
539,1655,24,High,ACSR,Composite
236,1452,35,Low,AAAC,Porcelain
105,3767,37,Medium,ACSR,Glass
238,823,28,High,AAAC,Composite
489,736,23,Low,AAAC,Glass
264,3463,42,High,ACSR,Composite
287,2468,-10,High,AAAC,Composite
667,4494,26,Medium,ACCC,Composite
740,430,60,High,ACSR,Composite
515,3878,-2,Low,ACCC,Glass
493,4499,-2,Medium,ACSR,Composite
513,312,38,High,ACSR,Composite
710,3756,29,Medium,ACCC,Composite
497,2773,49,Medium,ACSR,Composite
387,1462,-6,Medium,AAAC,Glass
217,3133,10,High,ACSR,Composite
110,1531,28,High,AAAC,Composite
389,1446,37,Medium,AAAC,Glass
477,1807,41,High,AAAC,Composite
326,932,12,Medium,AAAC,Glass
284,686,-2,Low,AAAC,Porcelain
685,2561,47,Low,ACSR,Glass
112,4182,12,Low,ACSR,Porcelain
710,521,58,Medium,ACSR,Composite
753,4101,56,Medium,ACCC,Composite
698,3353,36,High,ACCC,Composite
368,1478,13,Medium,AAAC,Glass
255,336,15,Medium,AAAC,Glass
754,1951,14,Medium,ACSR,Composite
642,427,-3,Medium,ACSR,Composite
401,4315,12,Low,ACSR,Glass
285,4926,30,Low,ACSR,Porcelain
725,1876,53,Low,ACSR,Glass
677,3436,22,High,ACCC,Composite
184,3166,42,Medium,ACSR,Glass
686,1001,27,Low,ACSR,Glass
147,2277,41,Medium,AAAC,Glass
78,2284,39,High,AAAC,Composite
543,3220,32,Low,ACCC,Glass
364,2895,16,Medium,ACSR,Glass
157,454,49,Low,AAAC,Composite
761,877,39,High,ACSR,Composite
755,2328,38,Medium,ACSR,Composite
787,4343,30,Low,ACCC,Glass
341,3702,-6,Medium,ACSR,Glass
369,2238,5,Medium,ACSR,Glass
338,4946,47,Low,ACSR,Glass
477,176,4,Low,AAAC,Glass
101,1771,47,High,AAAC,Composite
487,2550,-4,Low,ACSR,Glass
543,475,51,Medium,ACSR,Composite
567,4428,58,High,ACCC,Composite
403,1610,-6,Medium,AAAC,Composite
647,3797,33,Low,ACCC,Glass
693,916,49,High,ACSR,Composite
475,4423,42,Low,ACSR,Glass
528,3494,42,Medium,ACCC,Composite
578,2278,21,High,ACSR,Composite
146,352,56,Medium,AAAC,Glass
544,2004,46,High,ACSR,Composite
451,3653,7,Low,ACSR,Glass
485,3478,32,Low,ACSR,Glass
505,1341,43,High,ACSR,Composite
100,4578,44,Low,ACSR,Composite
566,1538,6,High,ACSR,Composite
772,2631,-9,High,ACSR,Composite
249,2163,48,High,AAAC,Composite
623,452,33,High,ACSR,Composite
213,1147,52,High,AAAC,Composite
329,2760,34,Low,ACSR,Glass
670,549,4,High,ACSR,Composite
554,340,7,High,ACSR,Composite
691,4545,21,Medium,ACCC,Composite
347,3676,49,Medium,ACSR,Glass
680,1820,12,Medium,ACSR,Composite
267,1585,-9,High,AAAC,Composite
639,4312,-3,Low,ACCC,Glass
671,1957,-8,High,ACSR,Composite
482,3149,43,High,ACSR,Composite
382,4667,57,High,ACSR,Composite
293,1747,50,Medium,AAAC,Glass
133,3616,4,High,ACSR,Composite
545,1462,22,Medium,ACSR,Composite
742,3711,0,Medium,ACCC,Composite
166,2686,51,Low,ACSR,Composite
308,3311,-9,Medium,ACSR,Glass
155,4164,8,Low,ACSR,Porcelain
665,2826,58,Low,ACSR,Glass
192,662,46,Medium,AAAC,Glass
684,4890,-1,High,ACCC,Composite
464,2161,8,Medium,ACSR,Composite
367,4061,21,Medium,ACSR,Glass
559,854,47,Medium,ACSR,Composite
762,3009,53,Medium,ACCC,Composite
486,4285,40,Medium,ACSR,Composite
678,4019,16,Low,ACCC,Glass
207,2051,60,Low,AAAC,Composite
318,1595,22,High,AAAC,Composite
138,782,-3,High,AAAC,Composite
279,932,57,Medium,AAAC,Glass
444,317,32,Medium,AAAC,Composite
364,1793,23,Low,AAAC,Glass
444,1372,58,Medium,AAAC,Composite
557,1661,-9,Medium,ACSR,Composite
749,3479,14,High,ACCC,Composite
369,137,54,Low,AAAC,Glass
563,3786,12,Medium,ACCC,Composite
302,4474,-10,Low,ACSR,Glass
295,3591,-5,High,ACSR,Composite
72,4654,36,High,ACSR,Composite
772,1585,52,Medium,ACSR,Composite
321,623,25,High,AAAC,Composite
236,385,52,Low,AAAC,Composite
617,2098,53,Low,ACSR,Glass
353,1801,5,Medium,AAAC,Glass
299,1616,43,Medium,AAAC,Glass
760,1852,-1,Medium,ACSR,Composite
558,2214,45,Medium,ACSR,Composite
276,1894,31,High,AAAC,Composite
432,1338,43,High,AAAC,Composite
294,145,32,Low,AAAC,Porcelain
410,3861,0,Medium,ACSR,Composite
142,1325,39,High,AAAC,Composite
525,2941,21,Low,ACSR,Glass
330,1604,29,Medium,AAAC,Glass
569,4634,25,High,ACCC,Composite
714,3639,44,Low,ACCC,Glass
641,715,31,High,ACSR,Composite
310,3775,35,High,ACSR,Composite
494,1730,-9,High,AAAC,Composite
156,801,31,Low,AAAC,Porcelain
510,1714,25,Low,ACSR,Glass
298,1251,50,High,AAAC,Composite
519,943,35,Low,ACSR,Glass
414,3034,58,High,ACSR,Composite
159,3974,13,High,ACSR,Composite
487,151,-6,High,AAAC,Composite
780,3329,18,Medium,ACCC,Composite
555,326,38,High,ACSR,Composite
751,2585,25,High,ACSR,Composite
189,4774,11,High,ACSR,Composite
647,886,0,High,ACSR,Composite
680,3240,11,Low,ACCC,Glass
298,2600,40,Medium,ACSR,Glass
129,337,-5,High,AAAC,Composite
672,2377,-8,High,ACSR,Composite
228,3989,25,High,ACSR,Composite
369,3815,55,High,ACSR,Composite
384,3805,9,Low,ACSR,Glass
750,1649,3,Medium,ACSR,Composite
71,3699,10,High,ACSR,Composite
366,2212,17,High,ACSR,Composite
166,365,21,High,AAAC,Composite
481,4554,20,Medium,ACSR,Composite
425,563,13,Low,AAAC,Glass
196,4162,44,Medium,ACSR,Glass
451,3375,27,High,ACSR,Composite
85,1907,24,High,AAAC,Composite
788,4667,51,Medium,ACCC,Composite
360,2339,50,High,ACSR,Composite
461,2591,2,High,ACSR,Composite
510,1182,29,Medium,ACSR,Composite
357,2522,3,Medium,ACSR,Glass
555,4083,-6,Medium,ACCC,Composite
413,1980,59,High,AAAC,Composite
330,4641,52,High,ACSR,Composite
109,3832,14,Low,ACSR,Porcelain
140,359,31,Medium,AAAC,Glass
118,4186,24,Low,ACSR,Porcelain
351,3579,-8,Low,ACSR,Glass
131,1386,7,Low,AAAC,Porcelain
103,2659,47,High,ACSR,Composite
482,519,-2,High,AAAC,Composite
776,3663,57,High,ACCC,Composite
534,4156,-8,Low,ACCC,Glass
120,4849,20,Medium,ACSR,Glass
181,547,-10,High,AAAC,Composite
662,846,31,Low,ACSR,Glass
344,3215,42,High,ACSR,Composite
519,2984,1,Low,ACSR,Glass
207,4399,48,Low,ACSR,Composite
673,4903,46,High,ACCC,Composite
114,4993,-1,Low,ACSR,Porcelain
434,2518,23,Low,ACSR,Glass
435,3392,-2,High,ACSR,Composite
366,4864,24,Low,ACSR,Glass
782,2617,28,Medium,ACSR,Composite
417,4861,22,Low,ACSR,Glass
260,569,19,Low,AAAC,Porcelain
370,4804,-5,Medium,ACSR,Glass
315,1533,-3,High,AAAC,Composite
323,964,32,Low,AAAC,Glass
515,4286,21,High,ACCC,Composite
124,3948,2,Low,ACSR,Porcelain
286,2603,11,High,ACSR,Composite
637,1906,-3,High,ACSR,Composite
599,811,17,Low,ACSR,Glass
427,4289,3,High,ACSR,Composite
118,1039,-10,High,AAAC,Composite
626,3848,60,Low,ACCC,Glass
594,4542,5,Medium,ACCC,Composite
563,4926,17,Medium,ACCC,Composite
704,4780,-6,High,ACCC,Composite
220,1241,13,High,AAAC,Composite
555,3484,44,Medium,ACCC,Composite
143,4963,11,Medium,ACSR,Glass
239,4342,29,High,ACSR,Composite
683,3131,32,Medium,ACCC,Composite
385,3063,-3,Low,ACSR,Glass
97,3353,-7,Low,ACSR,Porcelain
357,1745,22,Medium,AAAC,Glass
587,3043,37,High,ACCC,Composite
380,4444,30,Low,ACSR,Glass
679,2600,26,Low,ACSR,Glass
695,2824,0,Low,ACSR,Glass
734,546,60,Low,ACSR,Glass
332,2205,0,Medium,ACSR,Glass
487,2158,25,Low,ACSR,Glass
310,1907,30,Medium,AAAC,Glass
656,4222,0,Medium,ACCC,Composite
737,723,-9,Low,ACSR,Glass
156,118,-1,Low,AAAC,Porcelain
501,1533,39,High,ACSR,Composite
706,3363,21,Medium,ACCC,Composite
554,166,29,Low,ACSR,Glass
79,2880,46,Low,ACSR,Composite
351,4280,43,High,ACSR,Composite
736,2873,57,Medium,ACSR,Composite
706,4391,14,High,ACCC,Composite
751,2739,8,Low,ACSR,Glass
463,155,11,High,AAAC,Composite
751,2606,23,Low,ACSR,Glass
492,1254,44,High,AAAC,Composite
426,4305,7,High,ACSR,Composite
108,4909,45,Low,ACSR,Composite
359,4607,53,Medium,ACSR,Glass
410,768,19,Low,AAAC,Glass
686,3769,-5,Medium,ACCC,Composite
307,2540,16,High,ACSR,Composite
120,2963,47,Medium,ACSR,Glass
632,3887,8,Low,ACCC,Glass
793,1407,-4,Low,ACSR,Glass
507,2006,42,High,ACSR,Composite
172,4719,6,High,ACSR,Composite
378,3738,16,Medium,ACSR,Glass
249,281,32,Medium,AAAC,Glass
195,466,54,Low,AAAC,Composite
564,1697,9,Medium,ACSR,Composite
701,677,-7,Low,ACSR,Glass
483,983,-5,Medium,AAAC,Composite
114,2074,36,Medium,AAAC,Glass
385,1023,29,High,AAAC,Composite
318,4354,-2,Low,ACSR,Glass
457,877,16,High,AAAC,Composite
134,4307,-4,Low,ACSR,Porcelain
507,4755,60,Medium,ACCC,Composite
542,1839,38,Medium,ACSR,Composite
442,2179,-1,Low,ACSR,Glass
629,1822,41,High,ACSR,Composite
610,2083,25,Medium,ACSR,Composite
597,2875,55,High,ACSR,Composite
252,2177,21,High,AAAC,Composite
765,2576,28,High,ACSR,Composite
768,653,21,High,ACSR,Composite
177,1684,36,Low,AAAC,Porcelain
249,4770,56,High,ACSR,Composite
358,4248,46,High,ACSR,Composite
426,1763,46,High,AAAC,Composite
567,3656,29,High,ACCC,Composite
372,2495,37,Medium,ACSR,Glass
714,1667,25,High,ACSR,Composite
151,972,-3,Medium,AAAC,Glass
361,3336,20,Low,ACSR,Glass
517,1211,25,Medium,ACSR,Composite
236,424,-7,High,AAAC,Composite
421,4512,22,Medium,ACSR,Composite
525,4099,52,High,ACCC,Composite
344,501,11,Low,AAAC,Glass
317,1436,0,Medium,AAAC,Glass
73,1602,17,High,AAAC,Composite
651,3621,26,High,ACCC,Composite
385,774,32,Medium,AAAC,Glass
216,4581,43,High,ACSR,Composite
670,4458,4,Medium,ACCC,Composite
441,1399,11,Low,AAAC,Glass
430,1364,-6,High,AAAC,Composite
673,4333,44,Medium,ACCC,Composite
505,3987,52,Medium,ACCC,Composite
207,3135,53,Low,ACSR,Composite
657,3571,29,Low,ACCC,Glass
85,2155,49,High,AAAC,Composite
77,1385,-2,Medium,AAAC,Glass
701,2191,-1,Medium,ACSR,Composite
187,3743,14,Medium,ACSR,Glass
490,686,-3,Low,AAAC,Glass
294,2685,47,High,ACSR,Composite
662,439,29,Medium,ACSR,Composite
94,4234,55,Medium,ACSR,Glass
200,1215,5,Medium,AAAC,Glass
617,1674,1,Medium,ACSR,Composite
166,3754,53,Medium,ACSR,Glass
441,2739,6,Medium,ACSR,Composite
711,2032,-3,Medium,ACSR,Composite
376,3072,44,High,ACSR,Composite
505,864,-7,High,ACSR,Composite
758,721,51,Medium,ACSR,Composite
522,3705,44,High,ACCC,Composite
265,1673,44,Medium,AAAC,Glass
786,4133,-3,Low,ACCC,Glass
665,4379,60,High,ACCC,Composite
190,1095,56,Low,AAAC,Composite
536,2225,34,High,ACSR,Composite
87,4351,12,Medium,ACSR,Glass
115,4592,8,Medium,ACSR,Glass
791,4181,41,Medium,ACCC,Composite
625,3879,57,Low,ACCC,Glass
131,2227,54,Medium,AAAC,Glass
195,4325,-1,Low,ACSR,Porcelain
367,3092,43,High,ACSR,Composite
392,3665,32,Low,ACSR,Glass
449,3834,-1,Low,ACSR,Glass
603,4569,17,Medium,ACCC,Composite
768,914,53,Medium,ACSR,Composite
114,2782,27,High,ACSR,Composite
384,1466,14,Medium,AAAC,Glass
86,4348,41,High,ACSR,Composite
498,3532,56,High,ACSR,Composite
656,3253,-5,Medium,ACCC,Composite
657,4608,-9,Low,ACCC,Glass
74,470,12,High,AAAC,Composite
214,1275,55,Low,AAAC,Composite
502,1625,56,Low,ACSR,Glass
564,1648,5,Low,ACSR,Glass
120,2923,11,Medium,ACSR,Glass
362,3785,21,High,ACSR,Composite
583,1770,-10,Low,ACSR,Glass
769,663,37,Low,ACSR,Glass
294,1344,11,Medium,AAAC,Glass
312,417,21,High,AAAC,Composite
347,1102,10,Low,AAAC,Glass
322,1308,-2,Medium,AAAC,Glass
158,3661,21,Medium,ACSR,Glass
279,3024,23,Low,ACSR,Porcelain
618,4355,44,Medium,ACCC,Composite
733,2102,-7,Medium,ACSR,Composite
198,4047,60,Low,ACSR,Composite
562,1161,18,Low,ACSR,Glass
151,2346,46,Medium,AAAC,Glass
661,3957,18,Medium,ACCC,Composite
461,680,16,Medium,AAAC,Composite
612,2857,-10,Medium,ACSR,Composite
314,1677,51,Low,AAAC,Glass
702,2823,32,Low,ACSR,Glass
629,1197,52,Medium,ACSR,Composite
354,2763,-4,High,ACSR,Composite
474,2157,37,Medium,ACSR,Composite
798,3554,47,High,ACCC,Composite
374,239,34,High,AAAC,Composite
126,2600,-9,High,ACSR,Composite
569,3965,50,Medium,ACCC,Composite
592,1120,43,High,ACSR,Composite
376,4478,7,Low,ACSR,Glass
758,4973,38,Medium,ACCC,Composite
265,4925,19,High,ACSR,Composite
418,4350,-6,Medium,ACSR,Composite
140,4771,56,High,ACSR,Composite
336,2265,20,Medium,ACSR,Glass
86,3640,2,Low,ACSR,Porcelain
101,676,5,Low,AAAC,Porcelain
263,229,-4,Medium,AAAC,Glass
218,4826,-7,Low,ACSR,Porcelain
109,2927,45,Medium,ACSR,Glass
706,3891,-5,High,ACCC,Composite
619,239,40,Low,ACSR,Glass
610,1194,15,Medium,ACSR,Composite
575,969,29,Low,ACSR,Glass
481,2621,10,Medium,ACSR,Composite
474,1396,13,Medium,AAAC,Composite
361,3090,50,Medium,ACSR,Glass
692,1864,-6,High,ACSR,Composite
268,1296,13,Low,AAAC,Porcelain
641,1674,20,Low,ACSR,Glass
800,2443,45,Low,ACSR,Glass
433,3962,11,Low,ACSR,Glass
491,1801,60,Low,AAAC,Glass
275,2534,16,High,ACSR,Composite
663,4537,30,Low,ACCC,Glass
525,1676,39,Medium,ACSR,Composite
427,2997,25,Low,ACSR,Glass
541,2911,47,High,ACSR,Composite
369,3648,51,High,ACSR,Composite
250,3419,33,Low,ACSR,Porcelain
330,595,-6,High,AAAC,Composite
479,3490,16,High,ACSR,Composite
467,4934,32,Low,ACSR,Glass
238,2120,60,High,AAAC,Composite
793,1442,41,Low,ACSR,Glass
148,3785,44,Low,ACSR,Composite
655,2751,37,High,ACSR,Composite
387,4157,48,Medium,ACSR,Glass
411,4745,44,Low,ACSR,Glass
137,3889,57,High,ACSR,Composite
516,4681,1,Low,ACCC,Glass
718,984,-3,Medium,ACSR,Composite
273,113,57,High,AAAC,Composite
407,3716,23,Low,ACSR,Glass
98,2911,52,Medium,ACSR,Glass
447,4004,36,High,ACSR,Composite
451,1398,30,High,AAAC,Composite
174,1931,16,Medium,AAAC,Glass
227,3560,28,Low,ACSR,Porcelain
81,3068,54,Medium,ACSR,Glass
79,772,48,Medium,AAAC,Glass
311,1947,13,High,AAAC,Composite
111,2908,57,Low,ACSR,Composite
690,2394,14,Low,ACSR,Glass
620,4408,40,High,ACCC,Composite
467,4610,-3,Low,ACSR,Glass
113,535,44,Low,AAAC,Composite
769,983,29,Medium,ACSR,Composite
475,2931,-8,Medium,ACSR,Composite
779,3339,11,Low,ACCC,Glass
519,700,58,High,ACSR,Composite
207,1320,4,Low,AAAC,Porcelain
515,764,12,Low,ACSR,Glass
254,3423,58,High,ACSR,Composite
796,3158,10,High,ACCC,Composite
522,4669,2,High,ACCC,Composite
181,4714,27,Medium,ACSR,Glass
579,2662,36,High,ACSR,Composite
78,4349,17,High,ACSR,Composite
342,4005,41,Medium,ACSR,Glass
317,2947,-6,Medium,ACSR,Glass
293,4746,34,Medium,ACSR,Glass
211,1615,49,Low,AAAC,Composite
282,1454,4,Low,AAAC,Porcelain
359,988,47,High,AAAC,Composite
346,3424,4,Medium,ACSR,Glass
231,3357,51,High,ACSR,Composite
208,2401,46,Medium,AAAC,Glass
563,3414,3,Medium,ACCC,Composite
549,1371,16,Medium,ACSR,Composite
478,3397,23,High,ACSR,Composite
162,1724,33,High,AAAC,Composite
769,3218,59,Medium,ACCC,Composite
353,1681,28,High,AAAC,Composite
620,4026,56,Medium,ACCC,Composite
334,1454,22,Medium,AAAC,Glass
274,151,54,Low,AAAC,Composite
602,3118,44,Medium,ACCC,Composite
370,656,8,High,AAAC,Composite
153,4322,47,Medium,ACSR,Glass
185,343,32,Low,AAAC,Porcelain
290,3295,0,Low,ACSR,Porcelain
201,323,36,Medium,AAAC,Glass
788,2646,39,High,ACSR,Composite
447,4788,52,Low,ACSR,Glass
76,1176,21,Medium,AAAC,Glass
504,2974,15,Medium,ACSR,Composite
75,1635,15,Medium,AAAC,Glass
380,300,20,High,AAAC,Composite
130,4389,26,High,ACSR,Composite
657,380,-3,Low,ACSR,Glass
533,3293,-6,High,ACCC,Composite
669,3087,30,High,ACCC,Composite
710,4898,34,Low,ACCC,Glass
689,4927,59,High,ACCC,Composite
260,4758,-5,Medium,ACSR,Glass
479,4482,-6,High,ACSR,Composite
664,3311,56,Medium,ACCC,Composite
739,4983,26,High,ACCC,Composite
66,404,20,High,AAAC,Composite
433,2008,8,High,ACSR,Composite
696,4542,19,Low,ACCC,Glass
441,173,19,High,AAAC,Composite
256,1248,45,Low,AAAC,Composite
355,3275,44,Medium,ACSR,Glass
693,3159,25,High,ACCC,Composite
264,1493,27,Low,AAAC,Porcelain
300,1255,13,Medium,AAAC,Glass
295,1902,-3,High,AAAC,Composite
291,1447,40,Low,AAAC,Porcelain
495,3394,34,Medium,ACSR,Composite
261,1730,-10,Low,AAAC,Porcelain
532,4000,-8,High,ACCC,Composite
506,2984,33,Low,ACSR,Glass
222,2190,-2,High,AAAC,Composite
547,225,45,Medium,ACSR,Composite
419,3598,52,High,ACSR,Composite
750,903,57,Low,ACSR,Glass
598,3566,48,Medium,ACCC,Composite
573,488,-4,Low,ACSR,Glass
470,4389,-2,Medium,ACSR,Composite
765,329,55,Low,ACSR,Glass
354,2543,53,Medium,ACSR,Glass
744,3187,-9,Low,ACCC,Glass
767,2953,56,Low,ACSR,Glass
155,686,52,High,AAAC,Composite
447,763,49,Medium,AAAC,Composite
366,4294,36,High,ACSR,Composite
507,585,29,High,ACSR,Composite
567,4475,58,High,ACCC,Composite
650,1985,49,Medium,ACSR,Composite
659,589,27,Medium,ACSR,Composite
450,2310,43,Low,ACSR,Glass
588,3704,-10,Medium,ACCC,Composite
567,855,48,Medium,ACSR,Composite
314,1623,26,High,AAAC,Composite
737,2747,5,High,ACSR,Composite
684,1571,7,Low,ACSR,Glass
156,2497,-4,High,AAAC,Composite
781,4316,8,Medium,ACCC,Composite
459,3455,12,Medium,ACSR,Composite
423,3105,58,Medium,ACSR,Composite
214,3065,10,Low,ACSR,Porcelain
540,373,21,High,ACSR,Composite
743,4845,9,Low,ACCC,Glass
693,3640,0,High,ACCC,Composite
507,3101,-4,High,ACCC,Composite
73,4129,42,Low,ACSR,Composite
294,3579,9,Low,ACSR,Porcelain
135,624,38,Low,AAAC,Porcelain
768,3412,4,High,ACCC,Composite
739,2510,30,Medium,ACSR,Composite
754,1338,-9,Low,ACSR,Glass
105,1794,7,Medium,AAAC,Glass
94,2891,37,Low,ACSR,Porcelain
586,4988,45,High,ACCC,Composite
342,243,53,Medium,AAAC,Glass
353,1250,26,Low,AAAC,Glass
649,3767,26,High,ACCC,Composite
248,1332,43,Low,AAAC,Composite
587,2025,-1,High,ACSR,Composite
754,3241,6,High,ACCC,Composite
664,3684,28,Medium,ACCC,Composite
149,3131,3,Low,ACSR,Porcelain
462,1485,11,High,AAAC,Composite
151,1150,-2,Medium,AAAC,Glass
362,1105,51,High,AAAC,Composite
784,3376,44,Low,ACCC,Glass
352,522,40,High,AAAC,Composite
174,2737,10,Low,ACSR,Porcelain
609,3299,-9,Medium,ACCC,Composite
78,2363,-4,Low,AAAC,Porcelain
442,3436,21,Medium,ACSR,Composite
474,4217,-7,High,ACSR,Composite
790,793,5,Medium,ACSR,Composite
695,4844,17,Medium,ACCC,Composite
683,4820,7,Medium,ACCC,Composite
80,3346,6,Low,ACSR,Porcelain
790,1213,5,Low,ACSR,Glass
253,3111,5,Medium,ACSR,Glass
299,4276,56,Medium,ACSR,Glass
800,576,12,High,ACSR,Composite
523,325,47,Medium,ACSR,Composite
790,2926,14,High,ACSR,Composite
210,1229,38,High,AAAC,Composite
582,1567,51,High,ACSR,Composite
206,1823,11,High,AAAC,Composite
598,158,39,Low,ACSR,Glass
694,3809,56,Low,ACCC,Glass
180,1931,-7,Low,AAAC,Porcelain
109,289,24,Medium,AAAC,Glass
269,4308,24,Low,ACSR,Porcelain
538,1197,23,High,ACSR,Composite
374,2823,3,High,ACSR,Composite
387,3872,27,Low,ACSR,Glass
470,2227,43,High,ACSR,Composite
426,370,14,Medium,AAAC,Composite
191,1717,25,Low,AAAC,Porcelain
185,4713,56,Medium,ACSR,Glass
279,2642,14,Medium,ACSR,Glass
376,3725,-8,Medium,ACSR,Glass
707,3618,33,High,ACCC,Composite
671,4560,33,Low,ACCC,Glass
130,704,12,Medium,AAAC,Glass
431,4562,3,Medium,ACSR,Composite
270,1874,52,Low,AAAC,Composite
252,2618,12,Low,ACSR,Porcelain
789,2178,-5,Medium,ACSR,Composite
768,3518,48,Low,ACCC,Glass
326,638,12,Medium,AAAC,Glass
155,1916,31,Medium,AAAC,Glass
458,4940,25,Medium,ACSR,Composite
215,4147,52,High,ACSR,Composite
477,3788,17,Medium,ACSR,Composite
509,2194,-7,High,ACSR,Composite
205,2971,54,High,ACSR,Composite
358,4873,45,Low,ACSR,Glass
531,1919,12,Low,ACSR,Glass
696,3641,59,High,ACCC,Composite
312,1962,31,Medium,AAAC,Glass
163,2788,9,Low,ACSR,Porcelain
235,1548,-9,Medium,AAAC,Glass
375,2776,33,Medium,ACSR,Glass
491,2612,10,Medium,ACSR,Composite
132,440,-7,Medium,AAAC,Glass
121,1719,45,High,AAAC,Composite
623,4929,-10,Medium,ACCC,Composite
582,3326,-1,Medium,ACCC,Composite
633,1423,1,Medium,ACSR,Composite
216,3596,45,Medium,ACSR,Glass
383,4684,-10,High,ACSR,Composite
206,4100,28,Medium,ACSR,Glass
380,2926,7,Low,ACSR,Glass
71,491,29,Medium,AAAC,Glass
254,838,29,Medium,AAAC,Glass
382,413,1,High,AAAC,Composite
796,3743,18,Low,ACCC,Glass
750,3144,56,High,ACCC,Composite
670,2199,5,Medium,ACSR,Composite
589,2022,38,Low,ACSR,Glass
228,4169,32,High,ACSR,Composite
433,551,20,Low,AAAC,Glass
582,2471,-4,Low,ACSR,Glass
131,1451,1,High,AAAC,Composite
780,2823,30,Medium,ACSR,Composite
389,101,47,Medium,AAAC,Glass
258,1554,43,Medium,AAAC,Glass
430,4546,51,Low,ACSR,Glass
435,4382,3,Medium,ACSR,Composite
401,3155,23,High,ACSR,Composite
643,3069,38,Medium,ACCC,Composite
746,3941,40,High,ACCC,Composite
732,1393,33,High,ACSR,Composite
653,2977,0,Medium,ACSR,Composite
198,3701,1,Low,ACSR,Porcelain
206,3518,46,Medium,ACSR,Glass
401,2719,22,Low,ACSR,Glass
564,3224,49,Low,ACCC,Glass
714,1774,-4,Low,ACSR,Glass
241,3105,5,High,ACSR,Composite
101,3780,24,Low,ACSR,Porcelain
208,4079,8,Low,ACSR,Porcelain
714,1586,7,Medium,ACSR,Composite
593,3105,14,Low,ACCC,Glass
569,3299,49,Medium,ACCC,Composite
71,339,0,Low,AAAC,Porcelain
649,1641,51,Low,ACSR,Glass
738,3913,60,Low,ACCC,Glass
289,1909,38,Medium,AAAC,Glass
421,3907,9,Low,ACSR,Glass
101,162,59,High,AAAC,Composite
611,4488,33,Medium,ACCC,Composite
590,1578,8,Medium,ACSR,Composite
779,2454,7,High,ACSR,Composite
122,631,54,High,AAAC,Composite
72,2352,37,High,AAAC,Composite
508,1824,44,Medium,ACSR,Composite
380,1543,42,Low,AAAC,Glass
176,4815,48,High,ACSR,Composite
181,512,20,Medium,AAAC,Glass
372,3446,-1,Low,ACSR,Glass
732,3333,18,Medium,ACCC,Composite
783,4702,40,Low,ACCC,Glass
375,1603,33,High,AAAC,Composite
159,304,43,Medium,AAAC,Glass
257,3431,21,Medium,ACSR,Glass
344,1329,19,High,AAAC,Composite
625,4434,37,Medium,ACCC,Composite
120,4705,53,Medium,ACSR,Glass
82,4755,-10,Medium,ACSR,Glass
400,1654,16,Low,AAAC,Glass
127,4859,2,Low,ACSR,Porcelain
702,3803,57,Low,ACCC,Glass
638,499,3,Low,ACSR,Glass
